spp_com,dbh,date_plant,neighborhood,POINT_X,POINT_Y
"Linden, Littleleaf",11,--,Back Bay/Beacon Hill,-71.06441,42.36015
Apple/Crabapple,3,--,Central Boston,-71.05624,42.35138
Goldenrain Tree,2,--,Allston-Brighton,-71.1563,42.34903
"Planetree, London",8,--,Central Boston,-71.0519,42.35808
"Maple, Norway",25,--,Back Bay/Beacon Hill,-71.07359,42.3542
"Maple, Red",12,--,Allston-Brighton,-71.15601,42.34903
"Planetree, London",8,--,Central Boston,-71.05222,42.35916
"Maple, Norway",11,--,Back Bay/Beacon Hill,-71.07383,42.35413
"Maple, Norway",19,--,Allston-Brighton,-71.17141,42.34986
"Maple, Red",3,--,Central Boston,-71.06045,42.35297
"Pagoda Tree, Japanese",7,--,Back Bay/Beacon Hill,-71.0741,42.35355
"Maple, Norway",10,--,Allston-Brighton,-71.17139,42.34975
"Planetree, London",5,--,Central Boston,-71.05265,42.36014
Honeylocust,9,--,Central Boston,-71.05663,42.35009
"Planetree, London",9,--,Allston-Brighton,-71.15785,42.349
"Planetree, London",6,--,Central Boston,-71.05227,42.35932
"Elm, Accolade",2,Spring 2025,Central Boston,-71.05682,42.35023
"Linden, Silver",4,--,Dorchester,-71.06178,42.32489
"Tupelo, Black",2,Spring 2023,Allston-Brighton,-71.1718,42.34999
Honeylocust,4,--,Dorchester,-71.06239,42.32379
"Linden, Silver",4,--,Dorchester,-71.06188,42.32494
Honeylocust,4,--,Dorchester,-71.06229,42.32376
"Maple, Red",4,--,Dorchester,-71.06284,42.32415
"Maple, Norway",18,--,South Boston,-71.03741,42.33262
"Cherry, Japanese Flowering",10,--,South Boston,-71.04897,42.33207
"Pear, Callery",17,--,South Boston,-71.04908,42.33256
"Pear, Callery",15,--,South Boston,-71.04908,42.33249
"Pear, Callery",18,--,South Boston,-71.04907,42.33189
"Maple, Norway",15,--,South Boston,-71.03789,42.33139
"Pear, Callery",13,--,South Boston,-71.04881,42.3329
"Maple, Red",12,--,South Boston,-71.03727,42.33276
Honeylocust,13,--,South Boston,-71.03751,42.33232
"Pear, Callery",20,--,South Boston,-71.04907,42.33197
"Maple, Red",4,--,South Boston,-71.04964,42.33289
Honeylocust,4,--,Allston-Brighton,-71.12783,42.36344
Honeylocust,14,--,South Boston,-71.038,42.33231
Honeylocust,4,--,Allston-Brighton,-71.12794,42.36343
"Oak, Pin",5,--,Dorchester,-71.05822,42.28654
"Maple, Norway",9,--,South Boston,-71.03805,42.33221
"Maple, Norway 'Crimson King'",15,--,South Boston,-71.03787,42.33231
"Sweetgum, Common",4,--,South Boston,-71.03838,42.33231
Honeylocust,8,--,Central Boston,-71.05743,42.35214
"Cherry, Autumnalis",6,--,South Boston,-71.05046,42.33288
"Oak, Bur",2,Spring 2024,Central Boston,-71.06049,42.35315
"Planetree, London",9,--,Central Boston,-71.05217,42.359
"Planetree, London",8,--,Central Boston,-71.05216,42.35892
"Planetree, London",8,--,Central Boston,-71.05223,42.35924
"Linden, Littleleaf",16,--,Back Bay/Beacon Hill,-71.06624,42.35787
"Linden, Littleleaf",3,--,Central Boston,-71.05733,42.35171
"Linden, Littleleaf",3,--,Back Bay/Beacon Hill,-71.06503,42.35864
"Maple, Norway",10,--,South Boston,-71.03853,42.3323
"Oak, Pin",4,--,Allston-Brighton,-71.12841,42.36325
"Maple, Norway",10,--,South Boston,-71.03876,42.3323
"Pear, Callery",16,--,South Boston,-71.04909,42.33311
"Elm, Accolade",5,--,Allston-Brighton,-71.12602,42.36359
Honeylocust,12,--,South Boston,-71.04833,42.33355
Elm,3,--,South Boston,-71.04496,42.33137
Honeylocust,5,--,Allston-Brighton,-71.12715,42.36336
"Elm, Accolade",4,--,South Boston,-71.03937,42.33218
"Hornbeam, American",7,--,South Boston,-71.04957,42.333
"Coffeetree, Kentucky",5,--,Allston-Brighton,-71.12646,42.36357
"Zelkova, Japanese",2,--,South Boston,-71.04642,42.33134
"Coffeetree, Kentucky",2,Spring 2025,Dorchester,-71.06297,42.324
"Pear, Callery",11,--,Mission Hill,-71.1003,42.33193
"Maple, Red",4,--,Dorchester,-71.06278,42.3242
"Hackberry, Northern",2,Spring 2025,Dorchester,-71.06271,42.32392
"Planetree, London",4,--,Dorchester,-71.0626,42.32539
"Oak, Pin",9,--,Roxbury,-71.08541,42.33284
"Oak, Pin",10,--,Roxbury,-71.08535,42.33279
"Oak, Shingle",3,--,Roxbury,-71.08498,42.33293
"Maple, Red",2,--,Roxbury,-71.08429,42.33359
Honeylocust,3,--,Roxbury,-71.08467,42.33307
"Maple, Red",3,--,Roxbury,-71.0853,42.33252
Honeylocust,8,--,Central Boston,-71.05772,42.35223
"Zelkova, Japanese",4,--,Mission Hill,-71.09567,42.33226
"Linden, Littleleaf",15,--,Back Bay/Beacon Hill,-71.06636,42.35785
Scheduled Planting Site - Fall 2025,0,--,Back Bay/Beacon Hill,-71.07422,42.35379
"Maple, Red",3,--,Roxbury,-71.08464,42.33337
"Zelkova, Japanese",8,--,Back Bay/Beacon Hill,-71.06724,42.35765
"Oak, Pin",4,--,Central Boston,-71.05728,42.35092
Honeylocust,14,--,Charlestown,-71.06205,42.37678
"Maple, Red",2,--,Roxbury,-71.08514,42.33388
Goldenrain Tree,4,--,South Boston,-71.04363,42.33221
"Maple, Red",14,--,South Boston,-71.04211,42.33224
"Coffeetree, Kentucky",5,--,Allston-Brighton,-71.12666,42.36355
Ginkgo,4,--,South Boston,-71.04379,42.33221
"Pear, Callery",10,--,South Boston,-71.04738,42.33252
"Elm, Accolade",5,--,Allston-Brighton,-71.12559,42.36363
"Elm, Accolade",5,--,Allston-Brighton,-71.12593,42.3636
Honeylocust,4,--,Allston-Brighton,-71.12804,42.36328
"Honeylocust, Thornless",2,Spring 2023,South Boston,-71.04737,42.33289
"Linden, Littleleaf",1,--,South Boston,-71.0424,42.33223
"Hackberry, Northern",11,--,South Boston,-71.04224,42.33213
"Linden, Littleleaf",24,--,South Boston,-71.04301,42.33211
"Maple, Norway",8,--,South Boston,-71.04457,42.33137
"Elm, Hybrid",2,Spring 2023,South Boston,-71.04739,42.33279
Honeylocust,5,--,Allston-Brighton,-71.12703,42.36337
Honeylocust,10,--,South Boston,-71.04871,42.33301
"Pagoda Tree, Japanese",2,Spring 2021,Back Bay/Beacon Hill,-71.07404,42.35345
"Pear, Callery",8,--,South Boston,-71.04853,42.33301
Honeylocust,6,--,Central Boston,-71.05629,42.35475
"Elm, Chinese",7,--,Central Boston,-71.0593,42.35178
"Oak, Pin",4,--,Allston-Brighton,-71.12822,42.36326
Honeylocust,6,--,Central Boston,-71.05637,42.35516
Honeylocust,5,--,Central Boston,-71.05738,42.35049
"Sweetgum, Common",5,--,Allston-Brighton,-71.12591,42.36346
Honeylocust,5,--,Central Boston,-71.05632,42.35493
"Elm, American",17,--,Central Boston,-71.05853,42.352
"Linden, Littleleaf",3,--,South Boston,-71.04321,42.33211
"Linden, Littleleaf",30,--,Back Bay/Beacon Hill,-71.07855,42.35389
Honeylocust,10,--,Back Bay/Beacon Hill,-71.06509,42.3596
"Spruce, Blue 'Glauca'",2,--,Central Boston,-71.0604,42.35561
"Linden, Littleleaf",5,--,Central Boston,-71.05651,42.35083
"Spruce, Blue 'Glauca'",2,--,Central Boston,-71.06035,42.35564
"Pear, Callery",15,--,South Boston,-71.04909,42.33326
Honeylocust,8,--,Back Bay/Beacon Hill,-71.07459,42.35495
"Elm, Accolade",6,--,Central Boston,-71.05191,42.35754
"Zelkova, Japanese",2,--,South Boston,-71.04399,42.33303
"Linden, Littleleaf",5,--,Central Boston,-71.05663,42.35061
"Elm, Accolade",6,--,Central Boston,-71.05184,42.35741
Honeylocust,5,--,Allston-Brighton,-71.12725,42.36336
"Oak, Willow",2,Spring 2022,Back Bay/Beacon Hill,-71.07858,42.35223
"Elm, Accolade",6,--,Central Boston,-71.05187,42.35746
"Pear, Callery",13,--,South Boston,-71.04964,42.333
"Linden, Littleleaf",5,--,Central Boston,-71.05659,42.35068
"Planetree, London",8,--,Central Boston,-71.06481,42.36121
Honeylocust,6,--,South Boston,-71.03995,42.33246
"Linden, Littleleaf",10,--,Central Boston,-71.05699,42.3499
Honeylocust,5,--,Central Boston,-71.05531,42.35661
"Coffeetree, Kentucky",2,--,South Boston,-71.04343,42.33211
Honeylocust,13,--,Back Bay/Beacon Hill,-71.07848,42.35257
"Oak, Willow",2,Spring 2024,Back Bay/Beacon Hill,-71.06747,42.36105
"Hackberry, Northern",9,--,South Boston,-71.03996,42.33265
Honeylocust,9,--,Back Bay/Beacon Hill,-71.0743,42.35504
Apple/Crabapple,6,--,Central Boston,-71.06461,42.36122
Ginkgo,6,--,South Boston,-71.04337,42.33221
"Pear, Callery",6,--,Central Boston,-71.06281,42.35321
"Planetree, London",10,--,Central Boston,-71.06473,42.36122
"Coffeetree, Kentucky",5,--,Allston-Brighton,-71.12678,42.36354
Honeylocust,16,--,Back Bay/Beacon Hill,-71.07865,42.35251
Honeylocust,19,--,South Boston,-71.0409,42.33226
Honeylocust,13,--,Back Bay/Beacon Hill,-71.07855,42.35212
"Coffeetree, Kentucky",5,--,Allston-Brighton,-71.12657,42.36356
"Zelkova, Japanese",12,--,Charlestown,-71.05703,42.37671
"Oak, Swamp White",3,--,Roxbury,-71.0841,42.33401
"Zelkova, Japanese",12,--,Charlestown,-71.05715,42.37689
"Maple, Sugar",4,--,Roxbury,-71.08457,42.33321
Honeylocust,17,--,Charlestown,-71.0567,42.37677
"Linden, Littleleaf",18,--,Roxbury,-71.08505,42.33384
"Elm, Accolade",5,--,Charlestown,-71.05679,42.37633
"Maple, Red",3,--,Roxbury,-71.08428,42.3338
"Zelkova, Japanese",16,--,Charlestown,-71.05657,42.37614
Honeylocust,3,--,Roxbury,-71.08477,42.33293
Honeylocust,14,--,Charlestown,-71.05694,42.37685
Apple/Crabapple,4,--,Central Boston,-71.06458,42.36122
"Oak, Pin",4,--,Allston-Brighton,-71.12832,42.36338
Honeylocust,13,--,Charlestown,-71.05666,42.37683
Apple/Crabapple,4,--,Central Boston,-71.06464,42.36122
Honeylocust,5,--,Allston-Brighton,-71.12814,42.36341
Honeylocust,3,--,Central Boston,-71.06175,42.35926
Apple/Crabapple,3,--,Back Bay/Beacon Hill,-71.06797,42.35879
"Sweetgum, Common",10,--,South Boston,-71.04989,42.33339
"Pear, Callery",13,--,Charlestown,-71.05669,42.37644
Ginkgo,2,--,Central Boston,-71.05833,42.35252
"Oak, Pin",4,--,Allston-Brighton,-71.12843,42.36338
"Oak, Swamp White",2,--,Dorchester,-71.08413,42.28979
"Elm, Accolade",1,--,Back Bay/Beacon Hill,-71.06812,42.3589
Honeylocust,13,--,Charlestown,-71.0569,42.3768
"Oak, Pin",4,--,Allston-Brighton,-71.12854,42.36337
"Maple, Norway",15,--,South Boston,-71.03888,42.33229
Elm,2,--,South Boston,-71.05041,42.33299
"Maple, Norway",9,--,South Boston,-71.03861,42.3323
Elm,21,--,South Boston,-71.04251,42.33294
Honeylocust,25,--,South Boston,-71.0403,42.33217
Honeylocust,17,--,South Boston,-71.04055,42.33216
"Maple, Norway",12,--,South Boston,-71.03931,42.33229
"Oak, Pin",4,--,Allston-Brighton,-71.12812,42.36328
"Zelkova, Japanese",4,--,South Boston,-71.04386,42.33457
"Ash, Green",12,--,South Boston,-71.04138,42.33636
"Pear, Callery",10,--,South Boston,-71.04371,42.3321
"Pear, Callery",6,--,South Boston,-71.04005,42.33739
Honeylocust,12,--,Allston-Brighton,-71.13252,42.35318
Apple/Crabapple,2,--,South Boston,-71.0427,42.3346
Elm,2,--,Dorchester,-71.07463,42.27989
"Linden, Littleleaf",17,--,South Boston,-71.04269,42.33213
"Maple, Amur",3,--,Dorchester,-71.07404,42.28001
"Planetree, London",10,--,South Boston,-71.04724,42.33258
"Maple, Red",3,--,Dorchester,-71.07459,42.27992
"Zelkova, Japanese",12,--,Charlestown,-71.057,42.37663
"Pear, Callery",16,--,South Boston,-71.03632,42.33737
Ginkgo,6,--,Central Boston,-71.05848,42.35248
"Maple, Red",5,--,Central Boston,-71.06273,42.3601
Honeylocust,15,--,South Boston,-71.04268,42.33377
"Linden, Littleleaf",14,--,Central Boston,-71.06006,42.35341
"Zelkova, Japanese",12,--,Charlestown,-71.0567,42.37627
Honeylocust,11,--,South Boston,-71.03484,42.33443
"Maple, Norway",2,--,South Boston,-71.04356,42.33458
"Hackberry, Northern",2,--,South Boston,-71.0458,42.33448
Honeylocust,12,--,Charlestown,-71.05676,42.37672
"Zelkova, Japanese",2,--,South Boston,-71.04013,42.33719
Ginkgo,2,--,Central Boston,-71.05837,42.35247
"Planetree, London",8,--,Central Boston,-71.05199,42.3584
Ginkgo,2,--,Central Boston,-71.05907,42.35329
"Planetree, London",5,--,Central Boston,-71.05164,42.35745
"Planetree, London",8,--,Central Boston,-71.05172,42.3576
"Planetree, London",6,--,Central Boston,-71.05154,42.35721
"Pear, Callery",18,--,Back Bay/Beacon Hill,-71.06443,42.36048
Ginkgo,2,--,Central Boston,-71.05849,42.35252
Honeylocust,12,--,Back Bay/Beacon Hill,-71.06299,42.36043
"Linden, Littleleaf",15,--,Back Bay/Beacon Hill,-71.06445,42.3606
"Ash, Green",12,--,Back Bay/Beacon Hill,-71.07343,42.35527
Ginkgo,2,--,Central Boston,-71.0594,42.35301
Honeylocust,14,--,Back Bay/Beacon Hill,-71.07472,42.35389
Apple/Crabapple,9,--,Back Bay/Beacon Hill,-71.06787,42.35879
Honeylocust,7,--,Allston-Brighton,-71.13292,42.35323
Honeylocust,19,--,Back Bay/Beacon Hill,-71.07684,42.35435
"Oak, Swamp White",2,Spring 2024,Central Boston,-71.05984,42.3533
"Linden, Littleleaf",4,--,Jamaica Plain,-71.09853,42.32435
"Planetree, London",11,--,Back Bay/Beacon Hill,-71.079,42.35377
"Linden, Littleleaf",13,--,Central Boston,-71.05978,42.35326
"Pagoda Tree, Japanese",15,--,Roxbury,-71.08601,42.33104
"Pagoda Tree, Japanese",4,--,Back Bay/Beacon Hill,-71.07438,42.35373
"Linden, Littleleaf",10,--,Back Bay/Beacon Hill,-71.06785,42.36019
"Oak, Swamp White",2,Spring 2025,Back Bay/Beacon Hill,-71.07374,42.35518
Scheduled Planting Site - Fall 2025,0,--,Back Bay/Beacon Hill,-71.06786,42.35931
"Pear, Callery",6,--,Central Boston,-71.06274,42.35321
Honeylocust,11,--,Central Boston,-71.05936,42.35473
Honeylocust,3,--,Back Bay/Beacon Hill,-71.07851,42.35225
Honeylocust,10,--,Central Boston,-71.05959,42.35492
"Pear, Callery",7,--,Central Boston,-71.06274,42.35331
Honeylocust,6,--,Central Boston,-71.05894,42.35429
Honeylocust,5,--,Back Bay/Beacon Hill,-71.07449,42.35498
"Oak, Willow",2,Spring 2024,Back Bay/Beacon Hill,-71.06517,42.36075
Honeylocust,3,--,Back Bay/Beacon Hill,-71.07858,42.35219
Apple/Crabapple,4,--,Central Boston,-71.06445,42.36122
Honeylocust,17,--,Back Bay/Beacon Hill,-71.07319,42.35541
"Planetree, London",10,--,Central Boston,-71.0522,42.35908
"Linden, Littleleaf",17,--,Back Bay/Beacon Hill,-71.07298,42.35566
"Elm, Hybrid",4,--,Central Boston,-71.06103,42.35327
Hydrangea,1,--,Back Bay/Beacon Hill,-71.07317,42.35577
"Maple, Red",4,--,Central Boston,-71.05327,42.36068
"Maple, Norway",16,--,Back Bay/Beacon Hill,-71.07764,42.35323
"Pear, Callery",8,--,Back Bay/Beacon Hill,-71.06445,42.3597
"Maple, Norway",11,--,Back Bay/Beacon Hill,-71.07701,42.3534
"Oak, Swamp White",8,--,Central Boston,-71.05293,42.36044
Hydrangea,1,--,Back Bay/Beacon Hill,-71.07322,42.35584
"Spruce, Blue 'Glauca'",2,--,Central Boston,-71.05998,42.35586
"Linden, Littleleaf",19,--,Back Bay/Beacon Hill,-71.07294,42.35571
"Spruce, Blue 'Glauca'",2,--,Central Boston,-71.06097,42.35336
"Hornbeam, American",2,Spring 2024,Back Bay/Beacon Hill,-71.06671,42.35928
"Pear, Callery",17,--,Back Bay/Beacon Hill,-71.06826,42.3589
Honeylocust,4,--,Back Bay/Beacon Hill,-71.06457,42.35931
Honeylocust,2,--,Back Bay/Beacon Hill,-71.06956,42.3593
"Maple, Norway",2,--,Dorchester,-71.07487,42.30372
"Maple, Red",4,--,Back Bay/Beacon Hill,-71.06444,42.35865
"Planetree, London",7,--,Central Boston,-71.05195,42.35823
"Maple, Norway",17,--,Back Bay/Beacon Hill,-71.06444,42.35885
"Pear, Callery",5,--,Back Bay/Beacon Hill,-71.06858,42.35881
"Linden, Littleleaf",2,Fall 2022,Back Bay/Beacon Hill,-71.06908,42.35931
Ginkgo,1,--,Back Bay/Beacon Hill,-71.06823,42.3588
Honeylocust,12,--,Back Bay/Beacon Hill,-71.06564,42.35937
"Maple, Red",2,--,Back Bay/Beacon Hill,-71.06812,42.35925
"Maple, Red",1,--,Back Bay/Beacon Hill,-71.06897,42.35931
"Oak, Pin",1,--,Back Bay/Beacon Hill,-71.06447,42.35978
"Pear, Callery",6,--,Back Bay/Beacon Hill,-71.06664,42.35935
"Planetree, London",7,--,Central Boston,-71.05204,42.35855
"Hornbeam, European",2,--,Back Bay/Beacon Hill,-71.06982,42.36023
"Zelkova, Musashino",2,Spring 2022,Back Bay/Beacon Hill,-71.0683,42.35926
"Zelkova, Musashino",2,Spring 2022,Back Bay/Beacon Hill,-71.06947,42.35923
Goldenrain Tree,3,--,Back Bay/Beacon Hill,-71.06435,42.35955
"Maple, Norway",10,--,Back Bay/Beacon Hill,-71.06973,42.36024
"Maple, Norway",12,--,Back Bay/Beacon Hill,-71.06802,42.35889
"Maple, Red",2,--,Back Bay/Beacon Hill,-71.06956,42.36024
"Maple, Norway",13,--,Back Bay/Beacon Hill,-71.06966,42.36024
"Hackberry, Northern",2,Spring 2022,Back Bay/Beacon Hill,-71.06777,42.3592
Honeylocust,11,--,Back Bay/Beacon Hill,-71.07436,42.35502
"Spruce, Blue 'Glauca'",2,--,Central Boston,-71.06084,42.3533
"Basswood, American",20,--,Back Bay/Beacon Hill,-71.07807,42.35311
"Oak, Swamp White",8,--,Central Boston,-71.05287,42.36039
Honeylocust,15,--,Back Bay/Beacon Hill,-71.07423,42.35505
"Elm, Chinese",2,Spring 2023,Central Boston,-71.06092,42.35322
Honeylocust,16,--,Back Bay/Beacon Hill,-71.07868,42.35261
"Pear, Callery",3,--,Back Bay/Beacon Hill,-71.06805,42.35931
"Maple, Norway",12,--,Back Bay/Beacon Hill,-71.07825,42.35306
"Planetree, London",6,--,Central Boston,-71.05193,42.35816
Honeylocust,17,--,Back Bay/Beacon Hill,-71.07333,42.35572
"Planetree, London",5,--,Central Boston,-71.05151,42.35714
"Elm, Accolade",2,Spring 2025,Central Boston,-71.05702,42.34984
Honeylocust,9,--,Central Boston,-71.05964,42.35495
Honeylocust,16,--,Back Bay/Beacon Hill,-71.07882,42.35266
"Elm, Accolade",6,--,Central Boston,-71.05181,42.35736
Honeylocust,15,--,Back Bay/Beacon Hill,-71.07326,42.35556
"Hackberry, Northern",2,Spring 2024,Back Bay/Beacon Hill,-71.06812,42.35959
Hydrangea,1,--,Back Bay/Beacon Hill,-71.07315,42.35573
Honeylocust,10,--,Central Boston,-71.05945,42.35481
"Elm, Chinese",4,--,Central Boston,-71.06161,42.35355
"Maple, Norway",11,--,Back Bay/Beacon Hill,-71.07786,42.35316
"Maple, Red",4,--,Central Boston,-71.05335,42.36072
"Oak, Shingle",2,Spring 2025,Back Bay/Beacon Hill,-71.07623,42.35361
Honeylocust,13,--,Central Boston,-71.05368,42.35885
"Zelkova, Japanese",1,--,Back Bay/Beacon Hill,-71.07675,42.35347
Honeylocust,4,--,Central Boston,-71.05455,42.35484
"Linden, Littleleaf",4,--,Back Bay/Beacon Hill,-71.07502,42.35394
Honeylocust,13,--,Central Boston,-71.05377,42.3589
Honeylocust,16,--,Back Bay/Beacon Hill,-71.07591,42.3537
Honeylocust,9,--,Central Boston,-71.05301,42.35844
"Linden, Littleleaf",31,--,Back Bay/Beacon Hill,-71.07479,42.354
Honeylocust,9,--,Central Boston,-71.05303,42.35807
"Spruce, Blue 'Glauca'",2,--,Central Boston,-71.05829,42.3554
Honeylocust,6,--,Central Boston,-71.05592,42.35551
"Spruce, Blue 'Glauca'",2,--,Central Boston,-71.05824,42.35549
Honeylocust,10,--,Central Boston,-71.05294,42.35819
Ginkgo,4,--,Central Boston,-71.05401,42.35786
Honeylocust,11,--,Central Boston,-71.05311,42.35794
"Spruce, Blue 'Glauca'",2,--,Central Boston,-71.0583,42.3555
"Maple, Sugar",3,--,Back Bay/Beacon Hill,-71.06601,42.36016
"Spruce, Blue 'Glauca'",2,--,Central Boston,-71.05862,42.35563
Honeylocust,10,--,Central Boston,-71.05315,42.35789
Ginkgo,4,--,Central Boston,-71.05398,42.35783
"Elm, Chinese",10,--,Back Bay/Beacon Hill,-71.07521,42.35389
"Spruce, Blue 'Glauca'",2,--,Central Boston,-71.05813,42.35554
Honeylocust,2,--,Back Bay/Beacon Hill,-71.06603,42.36042
Honeylocust,6,--,Central Boston,-71.05636,42.35546
"Oak, Swamp White",2,--,Back Bay/Beacon Hill,-71.07558,42.35379
"Tupelo, Black",2,Spring 2024,Back Bay/Beacon Hill,-71.06829,42.35931
Goldenrain Tree,2,--,Back Bay/Beacon Hill,-71.07233,42.35466
"Pear, Callery",9,--,Back Bay/Beacon Hill,-71.06844,42.35932
"Elm, Chinese",10,--,Back Bay/Beacon Hill,-71.07513,42.35391
"Oak, Swamp White",8,--,Central Boston,-71.053,42.3605
"Oak, Swamp White",8,--,Back Bay/Beacon Hill,-71.0732,42.35443
"Zelkova, Japanese",2,--,Back Bay/Beacon Hill,-71.06799,42.35959
Horsechestnut,18,--,Back Bay/Beacon Hill,-71.07326,42.35516
Honeylocust,14,--,Back Bay/Beacon Hill,-71.06815,42.35931
Honeylocust,11,--,Back Bay/Beacon Hill,-71.06949,42.36025
"Pear, Callery",8,--,Back Bay/Beacon Hill,-71.068,42.35926
"Linden, Littleleaf",13,--,Back Bay/Beacon Hill,-71.06868,42.35948
Ginkgo,5,--,Back Bay/Beacon Hill,-71.077,42.35327
"Elm, Chinese",6,--,Central Boston,-71.06191,42.3537
"Elm, Accolade",4,--,Central Boston,-71.0629,42.35222
"Elm, Chinese",6,--,Central Boston,-71.06181,42.35365
"Linden, Littleleaf",4,--,Central Boston,-71.05315,42.35147
Honeylocust,20,--,Back Bay/Beacon Hill,-71.07507,42.35379
"Linden, Littleleaf",5,--,Central Boston,-71.0534,42.35183
"Linden, Littleleaf",4,--,Central Boston,-71.05354,42.35163
"Linden, Littleleaf",5,--,Central Boston,-71.05339,42.35157
"Maple, Norway",17,--,Back Bay/Beacon Hill,-71.07738,42.35318
"Linden, Littleleaf",6,--,Central Boston,-71.053,42.35164
"Linden, Littleleaf",5,--,Central Boston,-71.05331,42.35179
Honeylocust,11,--,Back Bay/Beacon Hill,-71.07504,42.35483
"Zelkova, Japanese",4,--,Back Bay/Beacon Hill,-71.07829,42.35292
"Oak, Swamp White",2,Spring 2021,East Boston,-71.0391,42.37197
Apple/Crabapple,3,--,Central Boston,-71.05606,42.35171
"Linden, Littleleaf",5,--,Central Boston,-71.05309,42.35168
"Linden, Littleleaf",27,--,Back Bay/Beacon Hill,-71.07763,42.35311
"Elm, American",15,--,Back Bay/Beacon Hill,-71.07461,42.35405
"Cherry, Japanese Flowering",3,--,Charlestown,-71.06843,42.3801
"Maple, Red",10,--,Back Bay/Beacon Hill,-71.07539,42.35384
"Basswood, American",19,--,Back Bay/Beacon Hill,-71.07301,42.35574
"Pear, Callery",14,--,Back Bay/Beacon Hill,-71.07,42.36084
"Maple, Norway",12,--,Back Bay/Beacon Hill,-71.06908,42.36026
Honeylocust,13,--,Back Bay/Beacon Hill,-71.06889,42.36034
Honeylocust,13,--,Back Bay/Beacon Hill,-71.06932,42.36033
